item,risk_pass,high_cv_pass,monitor_pass,pred_cv,pred_range_over_mean,cv_n_listings,cv_source,risk_rule_trend,risk_rule_price,risk_rule_liquidity,risk_rule_tail,risk_rule_listings,base_price,n_listings,avg_discount,median_discount,steam_sales_7d_n,steam_sales_7d_iqr_risk%,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_turnover_proxy,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,steam_daily_downside_14d_pct,steam_discount_risk_score,risk_collected_at_utc,status,error,sort_by,collected_at_utc,currency,cap_hit,discount_sample_n,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_band_risk%,steam_daily_ret_3d,trade_days,steam_trade_currency,model_ready,has_summary,summary_ready,has_fit,fit_ready,monitor_pass_before_model_ready,tier,liquidity_score,liquidity_rank
P2000 | Amber Fade (Factory New),True,True,True,0.2172,1.935260665556685,321,summary,True,True,True,True,True,3.7,50,0.0394602984228388,0.0371691599539701,288,12.033932744082094,5.359138474042463,0.9448654298406064,5.76,-0.0768445238703088,-0.0199554049364514,-0.059961740723877,0.1938606194690265,0.0,0.0024678476012468,2026-05-21T22:19:17.821208+00:00,ok,,best_deal,2026-04-18T11:47:35.930969+00:00,,True,8,3.875,4.035,1/1,3.9372,3.827,3.616,3.65,4.1238,4.308,2.542,10.002,17.575942294016045,-0.0117518447663295,7,3,True,True,True,True,True,True,B,0.6175650557620818,206.0
MAG-7 | Carbon Fiber (Factory New),True,True,True,0.1537,0.48039402715873825,234,summary,True,True,True,True,True,5.16,50,0.0360496368991841,0.0366913045325177,134,3.9424860853432206,4.306917572223691,0.9561551433389543,2.68,-0.0330110036678893,-0.0043763392569813,-0.0433061978809435,0.2400862068965517,0.0224137931034482,0.0042974175504175,2026-05-21T22:23:59.830570+00:00,ok,,best_deal,2026-04-18T03:12:20.518763+00:00,,True,8,5.1075,5.29875,1/1,6.0368,5.93,5.67,5.881,6.119,6.541,4.617,7.715,14.428173866949384,-0.021757463315905,7,3,True,True,True,True,True,True,C,0.3450278810408922,353.0
Five-SeveN | Kami (Factory New),True,True,True,0.1709,1.8088548244779319,203,summary,True,True,True,True,True,10.51,50,0.0386176259866119,0.0357715602107969,117,2.926620579684782,7.788116559227606,0.9221876821449388,2.34,0.0041747572815533,0.0026814863864866,-0.0519041533991204,0.3279512713912792,0.0405104901865996,-0.0287886102694328,2026-05-21T22:21:01.584992+00:00,ok,,best_deal,2026-04-17T12:04:21.376802+00:00,,True,8,11.30125,11.76,1/1,10.2849,10.294,9.493,10.08,10.381,10.874,6.044,15.425,13.427451895497285,0.0422208786779525,7,3,True,True,True,True,True,True,C,0.28996282527881045,383.0
AWP | Chromatic Aberration (Minimal Wear),True,True,True,0.1805,0.5286734047218036,331,summary,True,True,True,True,True,46.52,50,0.0376608026832307,0.0330599686602843,256,11.084030493587536,6.247992197704334,0.9353657565868024,5.12,-0.0785600559201584,-0.01494240911373,-0.058043279693899,0.17749072825354,0.0,-0.0090840908509014,2026-05-21T22:21:45.058405+00:00,ok,,best_deal,2026-04-17T03:53:11.362266+00:00,,True,8,70.48875,73.2525,1/1,51.9847,50.252,47.004,48.433,54.195,57.36,35.566,78.3,19.92124605893657,-0.0992160659036121,7,3,True,True,True,True,True,True,B,0.5794609665427509,227.0
Nova | Yorkshire (Factory New),True,True,True,0.1678,0.5268305695105143,400,summary,True,True,True,True,True,3.98,50,0.0306473272307298,0.0318101509797623,167,8.92857142857142,4.515599343185546,0.95295124037639,3.34,-0.0637770897832817,-0.0076266388614014,-0.0670750022508109,0.2949735449735448,0.0176366843033507,-0.0017588716108754,2026-05-21T22:31:46.923328+00:00,ok,,best_deal,2026-04-18T10:46:55.890757+00:00,,True,8,4.5125,4.65625,1/1,4.872,4.676,4.456,4.466,4.901,5.2778,4.019,8.631,16.867816091954015,0.0104700378703497,7,3,True,True,True,True,True,True,B,0.42890334572490707,310.0
Galil AR | Crimson Tsunami (Factory New),True,True,True,0.1915,0.6327619122596391,77,summary,True,True,True,True,True,18.14,50,0.0333298348131115,0.0317863382309021,124,9.048890137679122,5.32101713964597,0.9453108078839072,2.48,-0.0124408801151553,0.0125572026424958,-0.0346085153361068,0.2620857192434496,0.0652785007808433,-0.0090487517044165,2026-05-21T22:26:45.508112+00:00,ok,,best_deal,2026-04-17T17:17:29.833920+00:00,,True,8,18.16875,18.795,1/1,14.236,13.851,13.0935,13.609,14.8972,15.4064,12.082,19.684,16.246838999719017,-0.0522005131241366,7,3,True,True,True,True,True,True,C,0.31273234200743494,369.0
Glock-18 | Gold Toof (Field-Tested),True,True,True,0.1082,0.8883395983042753,197,summary,True,True,True,True,True,32.7,50,0.0346029714497254,0.0316534436619336,165,4.309595707240781,5.960113836327693,0.9404961366409108,3.3,-0.0074361805435462,0.0026234590329577,-0.0198608905985955,0.1140000536092422,0.0297531294395153,-0.0123287978019598,2026-05-21T22:25:34.424938+00:00,ok,,best_deal,2026-04-17T18:28:44.138406+00:00,,True,8,39.20625,40.60375,1/1,36.8248,36.885,34.6902,36.022,37.609,38.6956,29.776,43.577,10.8769090395603,-0.0080299928208673,7,3,True,True,True,True,True,True,B,0.42309479553903345,314.0
M4A4 | Temukau (Minimal Wear),True,True,True,0.144,0.47006643847320967,311,summary,True,True,True,True,True,61.67,50,0.0317940070708653,0.03109333067008,354,6.4856163161643,4.051227519128847,0.9588200017134536,7.08,-0.0058383169737347,0.0005685351511394,-0.0099650507895412,0.0963692738547709,0.0240690995341925,0.0094299590950685,2026-05-21T22:29:26.121567+00:00,ok,,best_deal,2026-04-18T00:14:47.551249+00:00,,True,8,82.28875,84.99625,1/1,71.1883,70.034,67.15,68.388,73.005,75.9453,55.27,97.778,12.354979680649766,-0.0047355622235808,7,3,True,True,True,True,True,True,B,0.6840148698884758,170.0
Sawed-Off | Devourer (Field-Tested),True,True,True,0.1458,0.39346068344120716,65,summary,True,True,True,True,True,4.6,50,0.0377475352505868,0.0310774959550775,203,12.316575274603258,9.839594116742676,0.9020907700152984,4.06,0.0367647058823528,-0.0019713240783677,-0.0134353755491046,0.1924292916346235,0.0686148850722036,-0.0465653955800439,2026-05-21T22:21:31.070717+00:00,ok,,best_deal,2026-04-19T06:50:19.807215+00:00,,True,8,5.7125,5.938750000000001,1/2,5.8539,5.883,5.307,5.501,6.222,6.438,4.453,6.631,19.320453031312447,0.0641025641025641,7,3,True,True,True,True,True,True,B,0.504182156133829,266.0
UMP-45 | Momentum (Minimal Wear),True,True,True,0.1538,0.4666530417603378,114,summary,True,True,True,True,True,5.71,50,0.0321253773206411,0.0305771531100478,230,9.274263602621817,10.43512595751402,0.896571696931747,4.6,0.0043283229715904,0.0095385926758642,-0.0263402937903119,0.2043566839053439,0.059551794389594,-0.0572621217143751,2026-05-21T22:28:01.061562+00:00,ok,,best_deal,2026-04-18T22:19:46.044586+00:00,,True,8,7.6825,7.93875,1/1,6.3315,6.388,5.7273,6.0198,6.607,6.7576,4.333,9.605,16.272605227829114,0.0633227795367439,7,3,True,True,True,True,True,True,B,0.546003717472119,243.0
AK-47 | Asiimov (Field-Tested),True,True,True,0.0941,0.38566691494698163,400,summary,True,True,True,True,True,43.59,50,0.0292555578484883,0.0291526480507544,623,4.377132544951518,2.816503034612714,0.9716320593840908,12.46,-0.0260306265971987,-0.0037486681556867,-0.0244796499927727,0.0951286484287602,0.0,0.0236714287001203,2026-05-21T22:34:22.360698+00:00,ok,,best_deal,2026-04-17T00:33:32.182464+00:00,,True,8,49.83,51.3325,1/1,50.2041,49.845,48.431,48.9725,51.17,52.9734,43.944,63.009,9.047866608504089,-0.0222147090410086,7,3,True,True,True,True,True,True,A,0.8048327137546468,106.0
M4A1-S | Hyper Beast (Field-Tested),True,True,True,0.0706,0.2665142037333294,253,summary,True,True,True,True,True,123.45,50,0.0288446767525486,0.0282287661383399,137,5.644479997607625,6.394336082058039,0.9366176830217202,2.74,0.0486170277507305,0.0066157616785663,-0.0084748729078981,0.1191901165785255,0.048684410977388,-0.0236412520240221,2026-05-21T22:35:16.355594+00:00,ok,,best_deal,2026-04-17T21:26:18.255061+00:00,,True,8,130.80125,134.695,1/1,133.759,134.943,126.39,130.395,137.945,139.214,117.859,142.598,9.587392250241104,0.0084570308213416,7,3,True,True,True,True,True,True,B,0.35362453531598514,350.0
MP7 | Prey (Factory New),True,True,True,0.1355,0.8106890857228644,172,summary,True,True,True,True,True,4.54,50,0.0271161555462975,0.0282121050654693,308,7.331509797766915,1.5470158288865958,0.9839123338773608,6.16,0.1230111612443598,0.0227192333812229,0.0145818233361914,0.1753013322055402,0.1095368999788538,0.0287442577035886,2026-05-21T22:36:06.447170+00:00,ok,,best_deal,2026-04-18T06:23:19.263570+00:00,,True,8,4.6625000000000005,4.7925,1/1,4.4602,4.289,4.22,4.289,4.616,4.781,3.891,4.979,12.57791130442581,0.0203905491423022,7,3,True,True,True,True,True,True,B,0.6407992565055762,193.0
M4A4 | Choppa (Factory New),True,True,True,0.1592,0.6097560975609758,400,summary,True,True,True,True,True,3.13,50,0.0294604765872299,0.0272644778089423,770,10.617990932951558,3.5870516185476924,0.963063063063063,15.4,-0.0050656660412757,0.0236433545730211,-0.011030259960794,0.2262870073543277,0.1114463511220064,0.0178868373627069,2026-05-21T22:33:52.489899+00:00,ok,,best_deal,2026-04-17T22:21:45.069003+00:00,,True,8,3.24125,3.34,1/1,2.5146,2.442,2.3518,2.382,2.649,2.685,2.141,4.315,13.250616400222706,0.0648594377510038,7,3,True,True,True,True,True,True,A,0.8327137546468402,91.0
AK-47 | Emerald Pinstripe (Minimal Wear),True,True,True,0.3678,5.288734105450716,216,summary,True,True,True,True,True,4.77,50,0.0290824412696262,0.0268986935653601,271,7.604183298738628,5.4885837458087074,0.9440943281154708,5.42,-0.0145440251572326,0.0043990215246788,-0.0155728654092931,0.1575588352612684,0.0478659752692461,-0.0096526956270838,2026-05-21T22:34:35.295659+00:00,ok,,best_deal,2026-04-17T00:39:24.963692+00:00,,True,8,5.18625,5.34,1/1,5.0104,4.919,4.644,4.76,5.141,5.391,4.063,11.796,14.908989302251316,0.0502723083368246,7,3,True,True,True,True,True,True,B,0.6013011152416357,215.0
AWP | Mortis (Minimal Wear),True,True,True,0.0789,0.3051731775746935,309,summary,True,True,True,True,True,5.89,50,0.0205811872821171,0.026109738434012,825,5.972377752892876,5.272489734975744,0.9467901428347196,16.5,-0.0499623777276146,-0.0028087314598956,-0.0321139558394636,0.1398701092982734,0.0,-0.0072829490939144,2026-05-21T22:50:49.209054+00:00,ok,,best_deal,2026-04-17T04:49:02.964296+00:00,,True,8,5.90125,6.025,1/1,6.4296,6.371,6.032,6.209,6.593,6.871,5.437,20.8,13.049023267388336,-0.006139798488665,7,3,True,True,True,True,True,True,A,0.8513011152416357,81.0
Dual Berettas | Twin Turbo (Minimal Wear),True,True,True,0.0887,0.2912282064225526,90,summary,True,True,True,True,True,7.92,50,0.0250784716740127,0.0255943628719945,123,11.851760498242587,6.482086699142873,0.9337284075148152,2.46,0.044749188018766,0.0185298861649619,0.0135293479582243,0.1478411053540586,0.1290731145653426,-0.0289608733415605,2026-05-21T22:40:31.069033+00:00,ok,,best_deal,2026-04-17T09:51:05.827557+00:00,,True,8,8.42875,8.65,1/1,8.1085,7.931,7.4054,7.634,8.595,8.828,6.775,10.175,17.544552013319347,0.0604395604395606,7,3,True,True,True,True,True,True,C,0.30808550185873607,372.0
SSG 08 | Abyss (Factory New),True,True,True,0.0999,0.5077425239858888,152,summary,True,True,True,True,True,8.36,50,0.0255702624586627,0.0240432848629897,89,20.882053539494315,9.219467906567246,0.901701378703432,1.78,-0.0029320987654321,0.0078680421791868,-0.050252926104175,0.3114069029561986,0.0476706392199351,-0.0577435206886482,2026-05-21T22:39:15.368675+00:00,ok,,best_deal,2026-04-18T18:05:27.432133+00:00,,True,8,9.31625,9.56375,1/1,7.2694,6.818,6.1478,6.291,7.809,8.204,5.722,17.74,28.28569070349685,0.050056882821388,7,3,True,True,True,True,True,True,C,0.21538104089219332,423.0
AK-47 | The Empress (Field-Tested),True,True,True,0.0503,0.2670481541064776,385,summary,True,True,True,True,True,100.82,50,0.0251951972145971,0.0238077792235512,165,5.243604066234428,3.377479468597948,0.9658474276862312,3.3,-0.0707296063399086,-0.0046432694487938,-0.0381874869595423,0.1518831283196914,0.0,0.0040897716402093,2026-05-21T22:40:11.025469+00:00,ok,,best_deal,2026-04-17T01:43:52.926485+00:00,,True,8,111.8225,114.7175,1/1,111.6217,110.387,106.617,108.019,113.872,117.851,102.024,143.87,10.06435128653299,-0.0227200666745177,7,3,True,True,True,True,True,True,B,0.42309479553903345,313.0
AK-47 | Baroque Purple (Minimal Wear),True,True,True,0.055,0.4871470248252325,160,summary,True,True,True,True,True,16.18,50,0.0193543045725417,0.0230135529516881,59,4.390352739652091,4.411944638371679,0.9549860478778088,1.18,-0.0708071876782657,-0.0108567897851674,-0.0526814691564568,0.1806461514849205,0.0,-0.0179960119390829,2026-05-21T22:54:11.709737+00:00,ok,,best_deal,2026-04-17T00:34:43.973465+00:00,,True,8,16.84875,17.18,1/1,13.8941,13.618,13.005,13.382,13.992,14.1114,11.486,22.996,7.963092247788622,-0.038231603808399,7,3,True,True,True,True,True,True,C,0.06319702602230483,505.0
Desert Eagle | Light Rail (Factory New),True,True,True,0.1523,0.497249681122449,111,summary,True,True,True,True,True,21.49,50,0.0242491303592598,0.0229657563931248,145,4.621649018114357,6.673042671507841,0.9334893544152064,2.9,-0.0154873463890915,0.0077475128447169,-0.0326430782311139,0.2271017383870048,0.0383585066970647,-0.0306600042152886,2026-05-21T22:42:00.316894+00:00,ok,,best_deal,2026-04-17T06:59:38.276983+00:00,,True,8,25.815,26.4525,1/1,17.4613,17.519,16.3538,17.057,17.864,18.1284,13.463,21.232,10.163046279486633,-0.0162050016821801,7,3,True,True,True,True,True,True,B,0.3768587360594795,336.0
P90 | Nostalgia (Field-Tested),True,True,True,0.0793,0.24627784618829054,60,summary,True,True,True,True,True,4.43,50,0.0309156064639958,0.0228578892371996,214,9.543469630805882,10.520047637951572,0.896484375,4.28,0.1565108514190316,0.0169763103754619,0.0505442342313715,0.1443522194153735,0.1443522194153735,-0.0598321914648436,2026-05-21T22:31:30.996289+00:00,ok,,best_deal,2026-04-18T15:40:38.553124+00:00,,True,8,4.74375,4.895,1/1,5.038,5.12,4.59,4.802,5.2828,5.454,2.099,6.157,17.149662564509725,0.1314822376480195,7,3,True,True,True,True,True,True,B,0.5246282527881041,255.0
StatTrak™ P250 | Visions (Minimal Wear),True,True,True,0.2097,1.4681340735812218,114,summary,True,True,True,True,True,6.81,50,0.0237183221136823,0.0226723014583817,108,8.00468566966028,7.663596481153951,0.9233913093393032,2.16,-0.0391502613724836,-0.0009955434739309,-0.007518396377343,0.2338233591850908,0.040976964926496,-0.0429239010454891,2026-05-21T22:43:12.207063+00:00,ok,,best_deal,2026-05-12T06:30:34.613021+00:00,,True,8,10.015,10.25875,1/1,8.7074,8.7105,8.0432,8.397,9.094,9.3522,5.862,11.081,15.033190160093708,0.0427278213639106,7,3,True,True,True,True,True,True,C,0.27230483271375466,393.0
AUG | Eye of Zapems (Factory New),True,True,True,0.1814,1.3853505768575465,400,summary,True,True,True,True,True,25.46,50,0.0231643962858768,0.0225515227876978,86,2.392137861296032,2.5385522878570788,0.9740567307174768,1.72,-0.066754257415736,-0.0041743833815188,-0.0695997747435664,0.2629954515919427,0.0098007364089235,0.0064702514879899,2026-05-21T22:44:45.836839+00:00,ok,,best_deal,2026-04-17T02:45:26.969957+00:00,,True,8,29.79125,30.48,1/1,18.9872,18.579,18.097,18.3128,18.767,19.226,16.147,26.865,5.946111064295934,-0.0148035528526846,7,3,True,True,True,True,True,True,C,0.21096654275092938,425.0
M4A4 | Evil Daimyo (Factory New),True,True,True,0.1487,0.5698137325109535,400,summary,True,True,True,True,True,13.72,50,0.0233427774113545,0.0221038615856721,208,6.308878326552519,5.551968510062305,0.9430997369050468,4.16,-0.0257541151453098,0.0029890616345992,-0.0197470523742282,0.1023039611964429,0.0263540824575585,-0.0179239136567243,2026-05-21T22:44:30.645874+00:00,ok,,best_deal,2026-04-17T23:07:36.826852+00:00,,True,8,13.6325,13.95875,1/1,12.8549,12.543,11.8293,12.1572,12.9682,13.74,11.046,25.442,14.863592871200868,-0.0659921473874962,7,3,True,True,True,True,True,True,B,0.5171933085501859,259.0
MP7 | Fade (Factory New),True,True,True,0.145,1.2306705970076448,400,summary,True,True,True,True,True,34.76,50,0.0271888618649351,0.0218028424117163,470,5.97763071473115,8.002579794612306,0.9201882375198052,9.4,0.0333292845864205,0.0101604284130073,0.0166982810252804,0.1436396548886851,0.1073183346263252,-0.0324962692952123,2026-05-21T22:35:47.278906+00:00,ok,,best_deal,2026-04-18T05:29:25.189965+00:00,,True,8,40.98,42.12625,1/1,42.1739,42.287,38.912,41.001,43.522,45.005,25.842,61.612,14.447324055873423,0.0059119824059403,7,3,True,True,True,True,True,True,A,0.7597583643122676,130.0
UMP-45 | Wild Child (Battle-Scarred),True,True,True,0.1382,0.5190839694656489,54,summary,True,True,True,True,True,3.5,50,0.0267173361192554,0.0217817680725692,1019,8.476590350946688,3.80258258734056,0.9610284167794316,20.38,-0.0024596884394643,-0.0029620491774239,-0.0296758507082931,0.1256164383561643,0.0090410958904109,0.0152916642633049,2026-05-21T22:37:20.473137+00:00,ok,,best_deal,2026-04-18T22:23:47.085849+00:00,,True,8,3.37625,3.46875,1/1,3.7869,3.695,3.551,3.602,3.923,4.229,3.165,4.315,17.903826348728508,0.0027472527472527,7,3,True,True,True,True,True,True,A,0.8935873605947955,58.0
StatTrak™ FAMAS | Rapid Eye Movement (Field-Tested),True,True,True,0.1646,0.9493414551168856,80,summary,True,True,True,True,True,5.65,50,0.0238153515444808,0.0216500104765462,354,9.502131104966466,8.188331627430918,0.9185410334346504,7.08,-0.0633863965267728,-0.0076247026670187,-0.0250133064352356,0.0930160692212607,0.0227132262051916,-0.0399197375143366,2026-05-21T22:42:38.328916+00:00,ok,,best_deal,2026-05-11T14:08:54.235379+00:00,,True,8,6.76125,6.93875,1/1,6.5459,6.58,6.044,6.222,6.844,7.016,4.962,7.97,14.848989443773972,0.0010827532869297,7,3,True,True,True,True,True,True,B,0.6840148698884758,171.0
MP9 | Starlight Protector (Field-Tested),True,True,True,0.0742,0.35110749647937284,347,summary,True,True,True,True,True,70.56,50,0.0203304219213292,0.0214901412459995,1341,7.190368690359485,6.52546983119978,0.9348789635185816,26.82,-0.0201500815660684,-0.0114391923538789,-0.0459582319653424,0.1766492188436489,0.0211504908032659,-0.016037133877548,2026-05-21T22:51:56.555496+00:00,ok,,best_deal,2026-04-18T08:25:59.524122+00:00,,True,8,79.6125,81.26875,1/1,76.1018,76.258,71.292,73.363,78.835,80.778,67.803,83.296,12.464882565195571,-0.0196255092447508,7,3,True,True,True,True,True,True,A,0.9219330855018587,43.0
Desert Eagle | Sputnik (Factory New),True,True,True,0.1943,1.0290288359533224,305,summary,True,True,True,True,True,9.42,50,0.0289867466653944,0.0214337609362621,195,7.506994870428356,8.172340283791891,0.9179225558250396,3.9,0.083257836564595,0.0123696483316761,0.0167730593071515,0.1136154553817846,0.0866019904658359,-0.0389327345719542,2026-05-21T22:34:51.935010+00:00,ok,,best_deal,2026-04-17T07:53:32.756918+00:00,,True,8,10.5225,10.875,1/1,12.0088,11.957,10.9756,11.193,12.0945,12.526,6.642,24.785,12.910532276330688,0.0324669717640964,7,3,True,True,True,True,True,True,B,0.47815985130111527,283.0
MP7 | Abyssal Apparition (Field-Tested),True,True,True,0.0936,0.3540668511935707,400,summary,True,True,True,True,True,6.97,50,0.0210304502248629,0.0213433856862732,2155,3.49440595098834,2.984492636251835,0.9701514924253788,43.1,0.0025029446407538,0.0072273194346044,-0.0190367750035829,0.144955206344544,0.0418563665736525,0.0240742956517013,2026-05-21T22:48:25.394842+00:00,ok,,best_deal,2026-04-18T05:21:39.654162+00:00,,True,8,8.0175,8.18875,1/1,6.6678,6.667,6.468,6.55,6.783,6.839,6.3,7.405,5.5640541108011705,0.0193113772455091,7,3,True,True,True,True,True,True,A,0.9609665427509294,22.0
AK-47 | Nightwish (Field-Tested),True,True,True,0.0627,0.3161278652941756,400,summary,True,True,True,True,True,71.97,50,0.0219910508804979,0.0209802208469846,929,5.040710389713042,5.154014386972665,0.9484917510434636,18.58,-0.0142758948871146,-0.0089468846344597,-0.0485587617209786,0.1772381054551305,0.002789250657083,-0.0037128392398863,2026-05-21T22:46:42.251142+00:00,ok,,best_deal,2026-04-17T00:50:16.507766+00:00,,True,8,78.08624999999999,79.86125,1/1,75.902,75.949,72.037,74.209,78.035,79.567,66.123,85.394,9.920687201918248,-0.0051760939167554,7,3,True,True,True,True,True,True,A,0.8763940520446096,67.0
AWP | Duality (Minimal Wear),True,True,True,0.2136,0.9442028177391174,400,summary,True,True,True,True,True,6.25,50,0.0300656432779882,0.0203741144693924,1454,4.018778523880125,3.851632219993613,0.9613251605370694,29.08,-0.0394342048864123,-0.0039691157414336,-0.0347564740159332,0.1276215975011156,0.0,0.0211148777164441,2026-05-21T22:33:00.906712+00:00,ok,,best_deal,2026-04-17T03:56:45.245352+00:00,,True,8,9.19625,9.4725,1/1,6.8802,6.852,6.587,6.747,7.0235,7.22,6.032,7.664,9.20031394436208,-0.0321048085228908,7,3,True,True,True,True,True,True,A,0.9284386617100372,40.0
P250 | Vino Primo (Minimal Wear),True,True,True,0.0702,0.300920169112161,68,summary,True,True,True,True,True,3.57,50,0.0186836647933768,0.020334928229665,176,12.444854315695029,12.088432491712576,0.8778337531486146,3.52,-0.0076713684731503,0.0127771916224464,-0.0019288207956205,0.1549875311720698,0.0859102244389027,-0.0890978914275213,2026-05-21T22:57:16.174801+00:00,ok,,best_deal,2026-04-18T14:30:57.381354+00:00,,True,8,4.15125,4.23375,1/1,4.0121,3.97,3.485,3.6667,4.166,4.34,3.021,18.885,21.310535629720096,0.0002494387627836,7,3,True,True,True,True,True,True,B,0.4437732342007435,301.0
Desert Eagle | Mulberry (Minimal Wear),True,True,True,0.1011,0.4109119963474488,400,summary,True,True,True,True,True,11.32,50,0.020706506456555,0.0202176008208125,902,5.105064427098323,3.80128346230041,0.9616599777986508,18.04,0.0149559334104869,-0.0047136585861943,-0.0493759975704993,0.2209455310937637,0.0147355495132005,0.00828701071452,2026-05-21T22:50:23.810887+00:00,ok,,best_deal,2026-04-17T07:47:48.625254+00:00,,True,8,13.5275,13.81375,1/1,11.8118,11.711,11.262,11.529,12.132,12.522,6.214,14.644,10.66729880289202,-0.0170704371066471,7,3,True,True,True,True,True,True,A,0.8680297397769516,72.0
MP9 | Rose Iron (Factory New),True,True,True,0.1639,0.6478215679258464,109,summary,True,True,True,True,True,26.58,50,0.0195006130963771,0.0197461033667235,58,6.9965605121936045,15.809212025775436,0.8399496565105669,1.16,-0.0305394894295971,0.0116662061601445,-0.0600150994614682,0.3582431146655694,0.0581685396147813,-0.1319024321383586,2026-05-21T22:53:31.635371+00:00,ok,,best_deal,2026-04-18T07:40:01.742480+00:00,,True,8,27.56125,28.12,1/1,19.3052,19.069,16.017,18.3083,19.659,19.9103,16.017,50.207,20.16710523589499,0.0040018589280181,7,3,True,True,True,True,True,True,C,0.053206319702602235,515.0
M4A4 | In Living Color (Field-Tested),True,True,True,0.0638,0.2523632533142958,198,summary,True,True,True,True,True,38.99,50,0.0204127243575171,0.0193534337131157,222,7.3469681545690975,5.4721802346505495,0.9447564425297796,4.44,-0.0292874471650451,-0.0098023333180592,-0.0379065300894834,0.1745851798412863,0.0389054931464495,-0.0195970999950248,2026-05-21T22:51:18.122369+00:00,ok,,best_deal,2026-04-17T23:14:05.741050+00:00,,True,8,42.35625,43.23875,1/1,38.9004,38.533,36.4043,37.34,40.198,42.163,31.767,49.169,14.803703817955594,0.040480403195539,7,3,True,True,True,True,True,True,B,0.537639405204461,247.0
MP5-SD | Phosphor (Minimal Wear),True,True,True,0.1272,0.38741629278553646,63,summary,True,True,True,True,True,6.65,50,0.0171819467799574,0.0193415296176139,148,15.558805666761694,9.276037728833298,0.9070541480377546,2.96,0.0611764705882353,0.0104981448081815,0.0013593719840956,0.1946292190194631,0.0886917960088692,-0.0636245267898653,2026-05-21T23:00:47.839027+00:00,ok,,best_deal,2026-04-18T05:18:38.487323+00:00,,True,8,7.96125,8.10375,1/1,8.0681,8.052,7.3036,7.417,8.6723,9.16,5.953,11.437,23.00913474052131,-0.091031239502855,7,3,True,True,True,True,True,True,B,0.3887081784386617,330.0
Five-SeveN | Fowl Play (Field-Tested),True,True,True,0.0502,0.17919284020651732,69,summary,True,True,True,True,True,20.24,50,0.0204260171708768,0.0192355110500955,125,7.28429356405728,9.298599822928423,0.9090867454428871,2.5,0.0458053775916864,-0.0076082026292511,-0.031972222550569,0.2135449327094688,0.0437991413824707,-0.0616786201714019,2026-05-21T22:51:03.801618+00:00,ok,,best_deal,2026-04-17T12:00:05.436743+00:00,,True,8,21.34,21.785,1/1,21.3473,21.834,19.849,20.767,22.322,23.825,0.873,24.337,18.625306244817843,-0.0486439355697305,7,3,True,True,True,True,True,True,C,0.3178438661710037,366.0
FAMAS | Neural Net (Factory New),True,True,True,0.1616,0.5433765017943517,62,summary,True,True,True,True,True,25.7,45,0.0265342322041612,0.0191203707627228,92,11.65523228474625,8.344888288701062,0.9155383348079446,2.0444444444444443,0.0841384370796136,0.02421665195034,-0.0217297338807591,0.3706711787930061,0.1236322617033277,-0.0472444896152281,2026-05-21T22:37:51.789436+00:00,ok,,best_deal,2026-04-17T10:51:35.924022+00:00,,False,8,28.77,29.525,1/1->1/1,16.5874,16.3885,15.0043,15.6507,17.584,18.0327,13.661,18.787,18.25723139250273,0.1169911169911168,7,3,True,True,True,True,True,True,C,0.22978624535315983,416.0
M4A1-S | Glitched Paint (Minimal Wear),True,True,True,0.2281,3.4920634920634925,309,summary,True,True,True,True,True,5.13,50,0.019092635704173,0.0190839694656489,993,6.829605187430454,7.025284886620882,0.9295498268564832,19.86,-0.0133124510571651,0.0019980095139072,-0.0345138070597083,0.1682539682539682,0.0248015873015873,-0.0247739270802255,2026-05-21T22:55:59.372359+00:00,ok,,best_deal,2026-04-17T21:24:30.672082+00:00,,True,8,5.1375,5.237500000000001,1/1,5.2126,5.198,4.8318,5.0,5.356,5.6258,4.676,8.105,15.232321682078034,-0.0685640362225096,7,3,True,True,True,True,True,True,A,0.8880111524163569,62.0
Galil AR | Control (Factory New),True,True,True,0.2025,0.5689991779695849,227,summary,True,True,True,True,True,7.6,50,0.0198194517013643,0.0185054133204727,431,5.751401563945791,3.918936081426786,0.9601476014760147,8.62,0.0395825836631882,0.0171347885647191,-0.0201515913584053,0.2717203184492903,0.0903426791277257,0.0002935923278526,2026-05-21T22:53:13.543652+00:00,ok,,best_deal,2026-04-17T17:16:52.357504+00:00,,True,8,7.52,7.6725,1/1,5.5117,5.42,5.204,5.273,5.59,5.808,2.032,16.345,10.958506449915635,0.0644804716285925,7,3,True,True,True,True,True,True,A,0.7318773234200744,145.0
